,X,Y
0,20.12,19.08
1,15.24,13.2
2,14.47,12.14
3,13.77,10.94
4,13.53,10.77
5,13.12,9.91
6,12.63,9.82
7,12.45,9.84
8,10.89,8.11
9,10.12,7.3
10,9.57,7.16
11,11.05,6.87
12,9.24,8.16
13,10.83,9.23
14,9.23,6.65
15,10.88,8.26
16,21.14,6.55
17,10.61,8.37
18,8.93,11.12
19,8.89,15.34
20,8.2,15.06
21,7.6,6.27
22,7.16,6.12
23,6.55,5.97
24,6.38,8.84
25,6.27,5.93
26,18.09,5.82
27,8.25,5.26
28,12.66,6.51
29,14.79,5.81
30,6.03,5.02
31,12.71,13.02
32,5.72,12.53
33,8.02,4.92
34,14.43,11.56
35,5.2,4.62
36,4.81,9.41
37,7.76,15.01
38,25.89,4.8
39,7.75,11.29
40,15.66,4.44
41,3.86,4.4
42,3.74,3.17
43,6.72,4.62
44,14.23,2.98
45,5.06,10.34
46,14.16,9.98
47,2.98,5.46
48,2.26,2.57
49,2.02,2.42
50,5.83,9.74
51,7.83,2.14
52,11.94,1.95
53,8.57,12.47
54,11.74,1.37
55,1.78,5.04
56,4.74,0.49
57,7.98,4.78
58,1.66,-0.6
59,15.31,11.08
60,6.95,5.98
61,11.62,8.27
62,4.11,9.89
63,1.51,5.63
64,8.11,5.42
65,17.41,4.2
66,18.83,1.51
67,14.24,1.05
68,4.82,3.89
69,6.82,9.06
70,11.18,7.02
71,1.11,9.74
72,2.09,6.11
73,7.42,10.22
74,8.84,-1.47
75,6.58,-0.15
76,16.68,5.49
77,9.26,11.07
78,10.29,3.43
79,5.2,4.35
80,13.92,-1.89
81,0.8,-2.42
82,11.74,8.55
83,-1.76,8.06
84,7.6,-1.84
85,6.38,-3.48
86,12.46,2.66
87,9.79,11.76
88,2.78,11.71
89,6.53,-1.35
90,-2.17,2.12
91,9.98,12.36
92,5.86,-4.69
93,-2.41,10.13
94,-3.29,-0.86
95,23.63,5.01
96,-4.47,8.45
97,-6.11,1.06
98,8.91,6.21
99,16.37,-5.43
