,X,Y
0,21.81,21.9
1,20.08,20.07
2,19.53,19.85
3,19.32,16.5
4,18.68,16.45
5,18.32,15.11
6,17.95,14.3
7,17.45,13.81
8,17.22,13.79
9,17.03,13.62
10,16.77,13.57
11,16.72,13.49
12,16.63,13.08
13,16.34,12.64
14,15.9,12.5
15,15.89,12.33
16,15.49,12.31
17,18.87,11.79
18,15.36,11.59
19,14.32,11.43
20,15.59,10.56
21,19.54,10.55
22,14.02,22.46
23,15.43,10.5
24,13.86,12.33
25,13.78,20.26
26,16.87,10.46
27,14.1,9.24
28,20.73,9.9
29,13.72,13.64
30,23.47,22.61
31,13.71,9.44
32,13.28,9.21
33,15.78,10.61
34,13.57,15.34
35,16.9,14.19
36,22.79,14.16
37,13.25,9.0
38,26.19,8.83
39,13.08,8.82
40,13.01,11.06
41,13.72,8.04
42,15.96,13.57
43,12.7,8.03
44,22.86,9.77
45,12.68,14.14
46,12.63,8.32
47,13.43,7.38
48,17.11,7.26
49,15.76,13.84
50,23.23,14.47
51,12.91,10.18
52,12.48,14.26
53,14.84,16.47
54,12.03,7.13
55,11.97,5.32
56,11.59,22.75
57,13.47,13.95
58,16.53,21.09
59,14.7,4.54
60,25.76,6.25
61,14.03,16.29
62,12.79,10.95
63,17.04,15.31
64,14.08,14.33
65,11.55,9.36
66,21.72,12.17
67,16.26,13.35
68,10.99,7.92
69,10.67,15.86
70,22.21,18.58
71,25.6,4.34
72,9.4,14.43
73,13.37,11.37
74,12.78,4.74
75,12.51,16.08
76,16.65,13.35
77,8.68,12.76
78,12.43,13.51
79,16.31,7.54
80,18.6,5.5
81,22.41,17.48
82,7.03,21.84
83,16.39,15.12
84,10.76,8.68
85,6.59,23.34
86,16.65,14.91
87,11.44,14.47
88,14.08,7.79
89,17.64,12.16
90,5.57,17.15
91,15.65,6.89
92,15.16,13.47
93,13.09,17.98
94,14.67,18.97
95,2.39,12.38
96,11.27,10.4
97,16.04,17.77
98,17.99,13.71
99,14.25,15.2
