,X,Y
0,18.26,18.43
1,16.26,17.64
2,16.12,15.91
3,15.86,15.77
4,15.04,14.86
5,19.35,15.88
6,14.94,14.46
7,14.85,16.6
8,14.81,14.03
9,14.24,13.74
10,14.22,13.69
11,15.13,13.54
12,13.83,12.97
13,13.78,12.7
14,13.75,12.29
15,13.63,13.28
16,13.54,11.69
17,13.25,16.42
18,14.24,10.83
19,16.91,10.75
20,14.24,16.5
21,20.8,14.32
22,13.21,11.13
23,13.12,10.68
24,12.82,10.63
25,12.79,10.62
26,12.09,12.04
27,12.06,10.97
28,13.0,19.01
29,12.32,10.32
30,11.98,10.31
31,11.9,10.23
32,11.62,10.68
33,12.51,10.16
34,11.56,10.99
35,17.72,14.17
36,15.75,9.99
37,11.51,9.98
38,15.57,9.73
39,13.52,10.36
40,14.59,11.47
41,11.11,12.84
42,14.64,14.43
43,12.72,11.48
44,12.15,9.43
45,14.01,9.34
46,14.95,13.86
47,10.69,11.58
48,12.03,11.54
49,15.66,9.16
50,15.75,9.59
51,11.45,12.55
52,16.35,9.04
53,10.67,9.59
54,10.09,9.01
55,9.88,9.33
56,18.68,11.8
57,17.74,8.97
58,16.01,13.35
59,16.5,11.15
60,9.77,11.17
61,14.17,12.05
62,15.45,12.34
63,9.53,11.08
64,11.75,8.93
65,11.99,13.68
66,13.66,8.91
67,14.67,8.63
68,12.37,8.54
69,11.6,8.05
70,9.82,9.16
71,16.02,7.41
72,9.16,6.76
73,17.24,6.19
74,12.34,9.59
75,15.15,13.53
76,11.39,13.65
77,9.48,12.12
78,15.36,6.66
79,18.56,13.33
80,18.28,13.75
81,9.86,5.74
82,12.77,11.03
83,14.47,10.77
84,15.92,13.03
85,12.46,10.6
86,15.28,17.18
87,13.11,13.16
88,16.57,18.47
89,7.29,8.16
90,2.61,14.09
91,10.23,10.07
92,15.59,17.64
93,12.19,13.68
94,7.06,8.94
95,11.37,10.65
96,11.94,5.7
97,17.17,11.25
98,14.06,12.36
99,14.22,12.63
