,X,Y
0,8.06,8.69
1,8.04,8.62
2,7.98,8.43
3,7.8,8.1
4,7.39,8.07
5,7.31,7.79
6,6.92,7.37
7,6.82,7.35
8,6.71,7.22
9,7.51,6.91
10,6.58,7.36
11,6.38,6.71
12,6.35,8.99
13,6.33,6.7
14,6.29,8.54
15,6.18,6.38
16,6.1,6.34
17,6.05,7.81
18,7.34,6.38
19,5.98,6.93
20,5.9,7.97
21,5.63,6.74
22,6.53,8.2
23,6.2,6.09
24,5.62,6.03
25,5.5,7.23
26,5.42,8.05
27,8.88,6.77
28,6.52,5.95
29,5.27,6.72
30,5.85,8.67
31,5.48,5.91
32,5.2,6.6
33,5.2,5.79
34,5.44,5.75
35,7.02,7.33
36,6.45,7.75
37,5.37,5.75
38,5.17,5.73
39,5.77,5.67
40,6.66,7.61
41,4.92,7.17
42,7.39,6.91
43,8.07,8.05
44,6.47,5.36
45,5.35,8.26
46,5.68,9.68
47,5.5,6.03
48,4.84,8.36
49,5.15,8.29
50,8.87,5.97
51,6.39,6.1
52,5.47,6.5
53,5.62,5.82
54,6.4,6.06
55,4.7,6.94
56,5.33,5.35
57,7.57,5.21
58,5.56,5.43
59,4.97,9.7
60,7.47,8.55
61,5.14,6.3
62,5.74,5.2
63,4.69,5.09
64,5.62,6.11
65,8.72,7.62
66,7.05,6.04
67,5.78,5.08
68,6.26,6.59
69,4.6,6.64
70,7.9,5.0
71,7.95,7.77
72,7.16,7.05
73,5.79,7.7
74,5.68,6.23
75,4.91,4.96
76,7.36,7.85
77,4.57,7.28
78,5.04,5.72
79,4.49,6.31
80,4.46,6.87
81,5.74,8.53
82,4.44,7.98
83,4.89,4.3
84,5.47,6.62
85,4.39,6.72
86,7.97,6.07
87,9.0,5.73
88,7.1,5.5
89,4.35,6.04
90,5.35,4.25
91,4.23,7.45
92,7.04,8.25
93,4.19,10.0
94,4.48,7.88
95,3.99,6.62
96,5.3,6.65
97,3.79,5.97
98,7.4,8.98
99,3.54,5.08
