,X,Y
0,23.62,25.34
1,23.37,24.46
2,19.47,19.71
3,19.45,19.45
4,24.53,18.71
5,18.15,17.55
6,17.72,17.14
7,15.86,16.33
8,15.51,15.23
9,15.17,14.62
10,14.93,14.08
11,14.72,18.12
12,14.0,14.03
13,13.95,13.97
14,13.8,13.86
15,13.79,13.76
16,13.65,12.88
17,16.48,12.54
18,16.77,12.01
19,13.15,11.97
20,13.88,11.81
21,12.85,11.78
22,15.54,13.04
23,15.24,15.41
24,12.79,11.71
25,23.76,11.28
26,14.7,15.23
27,12.74,11.85
28,15.93,14.28
29,19.38,22.29
30,12.69,11.77
31,12.26,14.82
32,12.22,10.57
33,15.32,11.56
34,16.01,17.18
35,12.2,10.38
36,13.21,18.04
37,16.8,10.32
38,17.03,15.13
39,18.59,13.37
40,12.5,10.15
41,16.52,9.8
42,22.69,9.3
43,13.13,12.12
44,12.09,12.35
45,11.59,15.77
46,18.98,13.92
47,22.34,10.0
48,11.28,9.25
49,11.01,14.05
50,10.8,13.68
51,11.95,9.22
52,12.82,7.93
53,27.45,7.44
54,9.43,19.55
55,8.8,12.69
56,8.61,6.95
57,22.23,16.38
58,17.58,5.83
59,12.53,12.62
60,8.51,5.52
61,8.42,10.19
62,8.19,4.42
63,19.23,16.83
64,7.65,10.72
65,17.76,4.27
66,9.33,19.57
67,15.1,15.21
68,7.46,8.59
69,7.36,10.55
70,14.3,11.39
71,6.67,12.07
72,6.66,10.3
73,6.26,7.22
74,19.88,17.16
75,16.65,19.6
76,20.8,3.76
77,12.36,14.91
78,11.81,9.18
79,15.07,15.46
80,5.73,13.03
81,5.65,6.04
82,12.32,13.25
83,5.08,3.69
84,4.89,9.98
85,4.34,7.47
86,14.51,5.72
87,7.98,17.49
88,3.78,3.37
89,7.25,13.27
90,0.98,3.32
91,13.43,9.59
92,24.16,6.19
93,14.27,8.19
94,8.12,8.47
95,14.0,12.25
96,0.92,2.91
97,15.27,18.3
98,14.16,0.49
99,0.74,8.91
