,X,Y
0,15.25,16.32
1,15.16,15.36
2,13.45,14.54
3,12.03,14.61
4,12.11,14.38
5,11.96,13.56
6,11.9,13.08
7,11.74,12.38
8,11.72,11.1
9,13.69,11.06
10,11.69,10.44
11,15.27,10.0
12,11.57,9.59
13,11.38,16.37
14,10.89,9.12
15,14.38,9.05
16,10.48,9.0
17,10.09,8.96
18,9.63,13.32
19,8.66,8.48
20,8.5,14.19
21,8.31,10.12
22,7.95,8.3
23,7.81,13.49
24,7.62,8.22
25,7.19,8.17
26,13.32,8.04
27,6.88,7.69
28,8.51,7.47
29,7.83,7.46
30,11.3,7.45
31,14.27,7.31
32,14.51,10.42
33,6.82,7.2
34,6.2,9.78
35,8.11,7.12
36,5.61,6.68
37,5.53,7.9
38,9.23,6.64
39,9.88,6.55
40,8.61,7.63
41,13.05,9.32
42,11.46,5.77
43,5.52,5.75
44,10.08,13.4
45,7.83,5.67
46,11.1,7.13
47,6.86,5.56
48,5.04,7.32
49,15.66,5.45
50,4.53,5.0
51,13.69,3.93
52,6.16,10.41
53,4.3,3.87
54,2.92,5.7
55,6.65,5.12
56,13.37,8.93
57,3.73,3.73
58,6.33,3.42
59,7.6,3.53
60,5.09,9.89
61,7.04,4.88
62,2.89,14.9
63,8.52,5.62
64,10.65,2.5
65,10.9,2.4
66,8.36,14.76
67,2.6,11.29
68,10.82,7.92
69,7.39,10.2
70,6.1,2.09
71,11.06,6.51
72,15.66,2.06
73,6.81,12.2
74,8.93,5.98
75,6.87,0.4
76,8.84,6.34
77,1.8,-0.43
78,4.56,-0.75
79,6.91,7.66
80,-0.15,13.08
81,8.31,6.45
82,8.46,0.21
83,7.93,-0.95
84,-0.8,15.62
85,-0.93,-2.12
86,5.66,0.24
87,-4.67,0.02
88,6.59,3.42
89,5.02,4.14
90,7.85,5.99
91,9.69,7.15
92,8.48,2.74
93,3.72,13.29
94,-5.3,11.35
95,8.92,-2.26
96,14.61,10.16
97,6.19,-4.48
98,12.29,-0.33
99,13.38,3.3
