,X,Y
0,23.8,26.11
1,22.44,25.54
2,32.27,24.56
3,19.31,23.87
4,18.86,22.53
5,23.41,20.38
6,18.66,21.93
7,21.28,19.48
8,18.38,18.74
9,17.89,24.45
10,17.28,18.58
11,16.35,25.74
12,21.36,16.53
13,15.67,16.39
14,15.4,20.41
15,21.15,20.22
16,24.35,15.2
17,20.68,14.65
18,15.27,15.14
19,20.48,13.54
20,21.31,13.16
21,15.18,12.93
22,14.11,12.65
23,14.0,15.7
24,14.06,27.59
25,14.5,12.63
26,15.51,12.35
27,24.22,19.08
28,26.25,19.24
29,13.81,12.3
30,27.98,27.96
31,13.43,11.96
32,13.84,20.1
33,12.92,24.39
34,12.91,11.74
35,12.84,11.68
36,12.67,15.62
37,14.99,13.38
38,24.09,11.1
39,20.12,17.25
40,13.77,22.88
41,12.42,11.92
42,11.16,15.87
43,9.68,10.48
44,26.72,8.81
45,20.08,24.12
46,9.5,18.94
47,9.23,8.74
48,14.39,13.32
49,15.26,8.52
50,29.09,14.09
51,12.03,16.95
52,12.25,17.97
53,14.33,9.15
54,10.34,18.1
55,9.21,8.3
56,9.74,24.5
57,19.88,14.26
58,10.21,13.94
59,20.16,8.27
60,8.5,8.71
61,18.29,15.01
62,27.75,8.09
63,18.53,13.89
64,16.64,18.74
65,12.95,21.24
66,8.23,20.01
67,20.79,19.09
68,7.51,13.05
69,12.75,13.28
70,23.1,20.74
71,7.31,12.34
72,6.98,10.8
73,13.97,20.07
74,20.82,8.04
75,6.74,14.05
76,16.92,15.31
77,11.79,23.43
78,12.41,16.52
79,14.8,17.61
80,8.66,23.09
81,15.23,16.43
82,6.28,17.68
83,6.38,17.5
84,19.32,6.06
85,15.32,16.16
86,22.74,22.99
87,19.52,16.12
88,6.12,19.12
89,6.05,28.59
90,22.91,15.55
91,11.11,15.86
92,15.51,5.9
93,4.75,10.99
94,18.09,17.25
95,9.27,2.67
96,24.74,8.83
97,17.99,23.65
98,21.62,24.53
99,-0.98,1.24
