,X,Y
0,23.18,21.65
1,20.0,14.38
2,19.67,14.23
3,18.73,14.09
4,17.3,14.04
5,19.64,13.93
6,16.53,13.59
7,18.34,13.58
8,16.05,13.09
9,15.98,13.0
10,15.45,12.56
11,15.35,12.37
12,15.17,12.0
13,14.77,11.99
14,14.77,11.96
15,14.88,11.56
16,14.32,11.26
17,16.95,11.13
18,13.58,16.59
19,13.35,9.78
20,13.27,12.73
21,13.23,9.3
22,17.24,8.82
23,13.0,10.67
24,14.83,8.75
25,12.91,9.13
26,16.15,12.3
27,15.38,17.93
28,15.65,13.32
29,12.79,10.98
30,13.48,8.7
31,18.43,8.32
32,15.68,8.28
33,12.54,8.16
34,17.6,8.61
35,12.45,12.28
36,18.88,13.95
37,12.15,12.26
38,13.79,7.95
39,13.32,7.84
40,12.15,11.79
41,18.84,13.3
42,12.8,10.11
43,11.75,11.42
44,11.92,11.79
45,20.24,14.3
46,15.78,7.35
47,21.65,15.78
48,14.74,19.54
49,15.46,13.95
50,12.13,8.97
51,11.67,8.02
52,16.98,10.25
53,13.31,7.1
54,19.06,11.79
55,20.26,6.99
56,16.03,10.87
57,11.5,19.9
58,18.3,13.12
59,15.28,6.68
60,11.37,18.99
61,11.07,11.12
62,10.53,13.2
63,15.82,11.66
64,14.31,10.72
65,10.42,11.77
66,11.01,17.78
67,16.76,12.5
68,15.0,6.24
69,17.27,11.69
70,18.05,11.48
71,10.24,16.1
72,14.55,9.87
73,9.66,18.31
74,9.03,12.07
75,11.39,9.86
76,12.72,13.31
77,8.12,10.07
78,12.29,10.52
79,18.8,17.29
80,13.62,11.87
81,14.69,10.4
82,13.95,11.89
83,15.36,6.19
84,15.98,6.18
85,12.2,6.07
86,10.93,4.77
87,13.88,12.85
88,8.06,5.41
89,8.01,12.79
90,16.84,12.85
91,19.4,12.89
92,14.72,11.81
93,7.06,12.24
94,16.03,4.12
95,9.82,11.79
96,10.39,3.97
97,17.77,5.56
98,17.87,3.09
99,6.96,9.74
