,X,Y
0,26.72,27.55
1,14.62,19.17
2,14.52,18.4
3,14.04,18.27
4,13.93,18.26
5,13.57,25.54
6,13.07,17.23
7,13.06,19.54
8,13.8,17.22
9,18.79,26.08
10,12.52,16.89
11,12.49,18.22
12,11.87,16.74
13,11.6,16.63
14,11.57,15.94
15,11.03,21.44
16,10.63,15.5
17,10.92,15.5
18,9.37,15.27
19,11.29,19.77
20,8.64,30.18
21,8.78,15.24
22,8.31,22.61
23,17.02,19.55
24,19.66,17.45
25,7.49,15.79
26,7.38,14.27
27,15.67,13.54
28,11.97,13.75
29,14.1,15.8
30,6.95,13.17
31,8.68,12.99
32,7.03,17.63
33,12.58,12.73
34,15.69,21.88
35,6.86,12.55
36,5.58,11.6
37,5.24,17.43
38,5.05,15.38
39,4.31,11.11
40,18.64,10.68
41,17.93,10.5
42,11.25,13.16
43,11.21,18.56
44,4.02,18.61
45,4.62,11.82
46,10.02,10.44
47,10.13,10.03
48,3.83,9.99
49,11.23,9.1
50,13.49,18.53
51,4.51,12.39
52,2.77,14.74
53,6.28,8.95
54,9.27,12.7
55,2.66,15.78
56,5.51,14.44
57,9.84,19.7
58,8.64,12.26
59,2.6,8.58
60,9.49,13.37
61,1.98,8.46
62,6.02,12.47
63,13.82,7.57
64,5.52,9.62
65,10.72,7.04
66,12.2,23.4
67,11.69,18.37
68,0.58,9.94
69,4.9,20.81
70,2.29,13.68
71,21.98,13.52
72,0.41,6.78
73,8.34,21.27
74,11.79,6.68
75,0.31,12.89
76,20.9,15.35
77,12.03,7.72
78,0.24,11.4
79,-0.27,20.85
80,-0.37,12.39
81,-2.43,14.09
82,3.59,8.51
83,6.87,5.81
84,19.73,5.15
85,2.99,10.93
86,8.74,7.93
87,9.58,16.09
88,3.84,3.24
89,8.88,20.78
90,4.79,11.45
91,13.71,1.48
92,12.73,9.55
93,15.62,11.59
94,8.4,11.73
95,15.26,-0.35
96,15.73,10.34
97,6.22,19.5
98,7.98,15.95
99,5.64,11.16
