,X,Y
0,16.56,15.22
1,16.41,14.77
2,15.84,15.17
3,15.3,14.73
4,15.08,14.11
5,15.04,13.53
6,14.94,13.46
7,14.92,13.91
8,14.81,13.28
9,14.75,13.27
10,15.53,13.13
11,14.54,12.99
12,15.02,12.67
13,14.5,12.53
14,14.43,14.39
15,14.71,12.5
16,14.05,13.58
17,14.77,13.52
18,15.7,12.41
19,13.83,13.85
20,15.5,12.31
21,13.71,12.25
22,14.84,12.61
23,13.95,12.24
24,13.34,12.11
25,16.55,12.99
26,13.4,11.9
27,13.32,13.74
28,13.26,14.21
29,13.15,12.53
30,15.2,11.82
31,15.61,11.81
32,14.25,11.74
33,15.6,14.99
34,14.0,11.82
35,16.96,13.37
36,13.21,11.73
37,13.1,11.42
38,16.08,11.39
39,12.96,11.3
40,15.65,11.27
41,12.88,12.31
42,15.47,13.46
43,14.06,15.55
44,13.94,13.66
45,15.42,11.2
46,14.76,11.18
47,13.8,11.17
48,15.7,11.14
49,13.85,12.83
50,14.33,11.41
51,16.23,13.22
52,12.87,11.12
53,13.01,11.55
54,12.82,12.85
55,12.77,11.97
56,12.68,13.32
57,13.71,13.15
58,13.27,11.79
59,13.63,11.92
60,12.59,12.28
61,16.29,11.03
62,12.56,11.18
63,12.53,12.86
64,15.68,14.6
65,14.0,16.19
66,15.76,11.03
67,14.82,11.02
68,12.98,11.0
69,12.52,10.91
70,12.46,12.0
71,12.37,10.76
72,14.36,12.12
73,12.26,15.39
74,12.14,12.62
75,13.75,12.65
76,11.94,10.74
77,16.88,12.77
78,13.21,10.63
79,15.92,11.51
80,11.55,10.61
81,13.57,13.37
82,14.08,10.54
83,13.39,10.47
84,11.52,13.18
85,11.5,10.38
86,12.32,10.36
87,11.32,10.32
88,12.42,14.27
89,10.71,10.21
90,9.65,9.82
91,12.68,13.81
92,14.42,9.66
93,12.4,12.18
94,11.96,11.64
95,16.38,9.61
96,12.52,11.65
97,15.3,11.86
98,14.48,13.0
99,13.91,8.16
