,X,Y
0,14.28,14.33
1,12.96,13.81
2,12.7,13.69
3,12.45,13.58
4,12.27,13.12
5,11.26,12.76
6,11.18,16.06
7,11.15,12.25
8,10.45,12.23
9,10.25,12.14
10,9.27,11.91
11,9.14,12.71
12,8.7,11.67
13,8.69,11.47
14,8.57,11.12
15,8.55,13.06
16,8.54,11.07
17,8.45,10.79
18,7.58,12.42
19,7.37,10.27
20,7.18,10.13
21,7.15,17.74
22,13.66,11.73
23,11.21,9.45
24,6.79,8.67
25,11.24,8.46
26,9.54,8.44
27,7.8,12.53
28,6.51,9.23
29,6.37,8.65
30,7.21,9.35
31,6.26,8.11
32,8.5,11.37
33,16.81,8.06
34,7.26,8.74
35,5.77,8.52
36,8.4,7.7
37,7.26,10.68
38,5.35,12.55
39,5.15,19.05
40,5.05,7.66
41,7.57,10.37
42,4.93,7.14
43,4.82,6.6
44,5.53,15.47
45,4.61,6.42
46,4.57,12.33
47,4.2,6.32
48,6.25,9.32
49,5.03,6.27
50,4.16,9.72
51,4.06,8.83
52,4.03,6.27
53,8.07,10.97
54,19.4,6.26
55,3.4,6.48
56,8.32,8.3
57,8.87,6.08
58,3.26,6.26
59,2.88,5.3
60,2.87,14.02
61,2.74,7.11
62,4.63,12.81
63,2.59,16.0
64,7.55,10.98
65,1.74,13.72
66,6.26,7.08
67,1.57,4.49
68,1.47,9.06
69,1.35,8.56
70,8.16,6.8
71,10.48,15.84
72,2.91,4.96
73,4.95,3.47
74,5.26,5.74
75,14.81,3.33
76,5.61,12.27
77,4.04,15.2
78,1.0,15.6
79,2.75,11.8
80,7.08,15.2
81,4.7,1.53
82,0.82,7.98
83,0.8,8.2
84,0.1,14.77
85,8.77,5.64
86,1.65,7.31
87,1.2,10.25
88,3.81,6.31
89,-1.05,6.45
90,-1.9,0.78
91,14.15,0.36
92,10.54,3.07
93,0.85,0.21
94,8.85,8.24
95,10.92,8.8
96,5.07,8.55
97,7.13,15.6
98,10.15,12.45
99,10.17,12.08
