,X,Y
0,11.23,16.86
1,11.09,16.32
2,14.31,16.07
3,10.4,15.96
4,10.32,15.63
5,10.57,15.42
6,9.94,15.17
7,12.55,14.86
8,9.02,14.66
9,16.81,14.37
10,11.27,19.8
11,8.72,13.96
12,8.35,13.74
13,8.23,13.14
14,8.18,20.22
15,7.22,13.12
16,7.38,13.0
17,7.21,16.5
18,14.21,12.01
19,6.68,11.44
20,8.25,12.77
21,10.61,14.48
22,13.06,11.39
23,7.73,13.54
24,6.45,11.3
25,9.03,11.11
26,10.48,10.53
27,7.78,10.5
28,10.29,10.42
29,6.11,10.13
30,5.3,11.65
31,14.49,9.61
32,15.02,9.6
33,5.15,15.32
34,6.72,17.05
35,4.79,15.6
36,6.07,12.86
37,8.77,11.71
38,5.78,11.58
39,8.15,9.48
40,9.36,11.19
41,12.24,19.77
42,4.66,12.24
43,11.2,9.09
44,4.49,15.42
45,3.84,8.99
46,3.34,8.87
47,8.56,8.84
48,2.97,8.54
49,8.38,8.34
50,3.97,8.38
51,2.92,14.46
52,9.44,8.34
53,10.5,11.97
54,11.91,8.1
55,5.2,12.63
56,6.0,7.9
57,8.11,7.52
58,16.34,12.51
59,8.92,15.9
60,7.11,15.4
61,5.26,9.4
62,9.95,7.36
63,10.26,14.57
64,12.55,14.45
65,10.38,8.23
66,10.21,10.54
67,6.31,16.18
68,6.39,7.07
69,4.97,7.07
70,4.25,13.59
71,2.83,11.78
72,5.97,9.81
73,12.34,6.91
74,7.3,10.41
75,9.63,6.96
76,4.03,13.82
77,5.52,6.75
78,11.7,6.34
79,15.36,10.21
80,2.46,8.86
81,9.07,17.74
82,8.58,13.21
83,9.69,8.99
84,6.26,5.85
85,11.18,5.81
86,9.56,15.05
87,7.46,5.35
88,9.64,4.98
89,2.42,3.99
90,8.27,12.08
91,0.68,10.8
92,9.82,16.34
93,5.4,2.98
94,7.37,12.23
95,10.53,5.64
96,15.56,2.87
97,6.78,9.6
98,5.86,10.52
99,8.89,11.79
