,X,Y
0,14.66,15.24
1,13.71,15.09
2,13.12,14.7
3,13.11,14.5
4,13.1,14.28
5,13.52,13.99
6,13.03,13.95
7,12.98,13.72
8,12.91,14.44
9,13.14,15.41
10,12.77,13.66
11,13.16,13.63
12,12.62,13.56
13,12.61,13.43
14,13.46,13.62
15,14.94,13.38
16,12.49,13.36
17,12.47,13.32
18,13.62,13.13
19,12.54,13.27
20,12.46,13.09
21,14.27,13.06
22,12.31,13.45
23,12.3,13.4
24,13.01,15.06
25,12.18,13.99
26,12.17,12.93
27,12.05,13.48
28,13.19,13.07
29,14.09,12.88
30,12.74,12.74
31,12.01,13.12
32,11.95,12.69
33,11.76,12.57
34,12.69,12.68
35,11.93,12.5
36,12.0,13.15
37,12.96,13.51
38,11.7,13.15
39,12.34,12.44
40,12.68,15.58
41,11.93,12.34
42,13.88,13.21
43,13.46,12.32
44,12.24,15.43
45,12.42,12.85
46,11.67,13.58
47,12.37,14.25
48,11.62,13.42
49,13.81,12.26
50,12.21,13.42
51,12.95,12.17
52,11.62,12.16
53,12.88,12.58
54,12.36,12.14
55,11.64,12.13
56,12.45,12.03
57,12.78,12.63
58,13.75,13.2
59,14.07,12.19
60,11.58,14.46
61,11.58,13.44
62,12.49,12.27
63,12.54,12.01
64,14.74,11.87
65,12.41,13.89
66,12.48,12.02
67,11.58,11.83
68,11.43,13.7
69,11.39,13.48
70,13.19,11.78
71,11.54,13.43
72,12.9,12.58
73,13.25,13.03
74,11.36,12.22
75,13.24,11.75
76,11.93,13.58
77,11.31,14.95
78,11.18,12.17
79,11.86,12.05
80,12.46,13.23
81,13.24,13.92
82,13.94,14.4
83,13.11,11.9
84,11.16,14.07
85,11.11,13.07
86,13.43,11.74
87,10.82,11.69
88,12.34,12.71
89,10.72,12.99
90,13.92,14.97
91,10.67,12.79
92,13.74,11.35
93,12.75,13.06
94,12.8,13.78
95,10.44,14.64
96,12.14,12.82
97,12.71,13.77
98,10.02,11.28
99,11.82,13.54
