,X,Y
0,14.38,12.68
1,14.1,12.42
2,12.83,12.18
3,12.02,11.04
4,11.9,11.0
5,9.42,11.45
6,9.4,11.76
7,9.08,10.93
8,8.79,10.3
9,7.69,10.1
10,7.64,11.27
11,7.59,10.03
12,7.65,9.81
13,7.57,11.55
14,7.09,9.48
15,8.33,9.88
16,9.88,9.27
17,7.02,9.23
18,14.65,8.94
19,6.74,8.9
20,13.63,8.73
21,5.94,8.73
22,5.41,13.39
23,5.26,8.44
24,5.54,7.99
25,11.89,7.88
26,5.22,8.17
27,5.31,13.71
28,4.3,8.04
29,3.83,7.44
30,7.78,12.14
31,3.8,10.42
32,3.72,11.87
33,3.49,9.15
34,9.23,14.1
35,7.66,7.3
36,9.16,9.48
37,7.54,7.25
38,9.38,12.23
39,3.48,8.88
40,3.4,11.84
41,3.3,7.2
42,3.19,12.57
43,10.04,7.5
44,4.55,7.11
45,3.19,6.86
46,7.13,10.59
47,3.13,10.95
48,7.9,13.39
49,2.89,6.83
50,4.42,8.58
51,8.86,6.8
52,8.56,11.18
53,7.43,6.74
54,7.79,7.57
55,6.42,7.1
56,3.89,14.01
57,2.68,6.72
58,2.68,6.53
59,5.08,6.47
60,2.6,7.71
61,9.12,10.89
62,2.25,9.32
63,9.44,7.87
64,12.51,6.18
65,4.15,6.16
66,4.22,13.34
67,7.52,5.97
68,7.86,5.44
69,5.39,8.39
70,9.0,9.52
71,8.56,8.48
72,9.77,10.24
73,9.78,5.37
74,8.46,5.26
75,2.21,5.25
76,8.89,7.91
77,3.48,8.83
78,5.87,5.18
79,11.05,10.54
80,5.01,5.05
81,8.88,9.06
82,4.99,4.39
83,2.18,7.33
84,7.77,10.25
85,14.93,5.69
86,9.81,6.38
87,10.49,6.19
88,1.03,3.87
89,0.68,4.47
90,7.15,7.86
91,8.82,12.16
92,5.9,3.49
93,7.68,2.73
94,15.13,4.93
95,8.73,2.43
96,12.04,1.91
97,0.25,13.12
98,7.96,7.31
99,-1.15,0.95
