,X,Y
0,29.48,19.08
1,28.03,16.38
2,27.27,15.82
3,23.61,14.86
4,23.84,13.6
5,23.16,13.12
6,21.03,11.2
7,20.8,11.12
8,19.79,10.79
9,19.74,9.43
10,19.65,10.13
11,18.74,12.91
12,17.42,8.77
13,16.89,8.7
14,15.15,8.33
15,13.96,8.46
16,26.52,7.6
17,17.75,16.08
18,17.43,12.03
19,19.85,10.8
20,16.14,17.67
21,12.13,11.32
22,14.33,8.45
23,21.76,7.22
24,12.0,20.17
25,11.81,10.6
26,23.95,9.37
27,27.44,11.97
28,17.52,14.91
29,11.73,7.17
30,11.1,6.82
31,10.61,6.66
32,17.6,6.25
33,10.28,11.94
34,25.2,22.06
35,10.17,6.19
36,11.59,6.1
37,18.32,5.2
38,9.95,10.37
39,12.13,17.46
40,17.38,8.36
41,9.9,6.01
42,8.98,10.63
43,25.78,5.14
44,13.97,4.97
45,21.02,15.73
46,13.67,4.64
47,12.39,13.15
48,12.34,7.68
49,14.1,17.81
50,8.25,8.24
51,7.74,4.53
52,13.17,3.88
53,14.6,10.81
54,30.77,4.79
55,24.56,3.29
56,9.5,11.95
57,14.5,15.33
58,17.47,15.58
59,7.59,12.39
60,15.48,6.25
61,17.02,3.14
62,15.7,6.69
63,19.58,2.02
64,7.4,6.74
65,23.69,17.76
66,6.48,12.44
67,19.62,1.99
68,8.84,2.5
69,29.02,11.44
70,13.62,17.19
71,8.91,11.35
72,6.38,1.88
73,7.02,11.12
74,19.33,17.26
75,11.13,1.62
76,17.66,1.44
77,21.4,21.26
78,14.16,1.05
79,6.32,6.64
80,6.19,4.7
81,16.16,-0.05
82,9.7,7.7
83,16.91,11.49
84,15.41,-0.42
85,5.86,10.8
86,19.16,9.33
87,3.24,-1.05
88,22.26,-0.1
89,13.83,13.74
90,30.0,6.19
91,28.38,8.21
92,5.51,9.12
93,4.05,11.31
94,29.23,-1.68
95,20.84,19.47
96,16.72,12.12
97,22.54,8.18
98,11.23,-3.46
99,1.23,-5.52
