,X,Y
0,10.46,12.23
1,8.9,11.9
2,8.85,12.45
3,8.64,11.45
4,7.8,11.27
5,7.55,11.21
6,8.63,10.62
7,8.81,10.14
8,7.29,10.11
9,7.2,10.03
10,7.82,9.96
11,8.16,9.38
12,7.17,9.37
13,6.97,10.11
14,6.86,9.29
15,6.75,9.8
16,6.74,9.22
17,7.24,9.14
18,7.72,9.09
19,6.62,9.31
20,7.93,9.08
21,6.54,9.9
22,6.39,9.83
23,6.34,8.84
24,6.22,9.71
25,6.76,9.15
26,6.16,8.49
27,8.06,10.8
28,6.14,8.41
29,8.97,8.39
30,5.8,11.34
31,5.79,9.12
32,7.29,8.93
33,5.76,10.07
34,5.75,9.16
35,6.5,8.29
36,7.56,8.64
37,8.71,8.42
38,9.4,8.12
39,5.75,9.05
40,8.52,10.17
41,8.98,8.01
42,5.7,9.79
43,5.49,12.0
44,6.23,9.4
45,5.37,7.86
46,6.36,8.28
47,9.3,9.06
48,6.85,9.56
49,7.94,12.45
50,8.23,10.54
51,5.32,10.29
52,5.29,9.68
53,7.64,7.82
54,10.32,10.79
55,7.88,9.32
56,4.99,7.82
57,5.76,9.76
58,4.82,8.05
59,5.51,7.55
60,4.78,9.03
61,5.71,8.73
62,5.42,10.38
63,4.78,8.29
64,7.55,7.28
65,8.64,7.26
66,4.64,9.92
67,6.65,9.19
68,8.58,7.65
69,4.43,6.98
70,7.05,6.81
71,7.52,6.4
72,8.11,8.67
73,4.29,7.81
74,4.29,9.69
75,4.23,10.62
76,4.17,12.2
77,4.63,11.74
78,4.1,9.03
79,5.22,9.0
80,4.09,6.32
81,6.73,9.22
82,5.82,8.7
83,5.08,9.52
84,4.77,6.12
85,5.92,8.64
86,3.79,6.05
87,5.56,8.82
88,8.68,9.46
89,7.39,10.1
90,7.27,5.36
91,5.61,9.55
92,7.15,10.49
93,3.75,10.91
94,3.56,11.88
95,5.31,10.6
96,3.14,10.46
97,9.22,11.46
98,5.05,6.59
99,5.97,9.54
