,X,Y
0,11.42,17.27
1,8.3,14.58
2,7.7,14.23
3,6.78,13.82
4,12.45,16.91
5,5.9,13.5
6,5.53,13.23
7,5.51,13.07
8,5.53,12.73
9,5.51,13.65
10,5.38,12.51
11,14.04,11.97
12,10.5,16.06
13,9.87,15.19
14,4.76,12.93
15,4.46,12.24
16,11.72,11.63
17,5.55,13.83
18,7.65,11.52
19,9.34,15.64
20,5.13,11.5
21,4.45,15.8
22,4.18,16.95
23,9.55,17.08
24,5.15,10.26
25,13.51,9.68
26,3.67,14.63
27,6.37,9.67
28,3.51,9.0
29,3.49,13.39
30,3.14,9.02
31,10.5,8.65
32,3.44,15.89
33,3.02,13.65
34,4.08,15.73
35,3.7,12.21
36,2.95,8.54
37,5.09,14.28
38,2.93,13.97
39,8.17,12.16
40,4.65,11.58
41,2.73,8.4
42,2.67,8.25
43,9.53,14.52
44,4.98,12.29
45,11.17,18.03
46,6.72,10.29
47,2.45,7.96
48,3.34,19.56
49,2.43,13.96
50,1.86,11.09
51,6.68,7.94
52,8.5,11.46
53,8.48,16.94
54,10.65,7.15
55,2.93,12.78
56,1.06,22.54
57,5.84,7.04
58,1.7,9.64
59,12.34,9.88
60,0.8,18.67
61,4.98,9.19
62,0.5,14.85
63,-0.41,6.68
64,-1.13,6.28
65,5.52,8.66
66,10.48,9.84
67,4.79,15.94
68,4.25,8.64
69,-1.34,5.68
70,-0.3,4.94
71,3.79,16.07
72,2.56,10.02
73,1.27,11.64
74,1.77,9.8
75,5.54,11.73
76,3.08,8.27
77,5.17,11.6
78,-1.71,12.89
79,3.3,11.93
80,6.77,10.02
81,5.55,9.41
82,6.43,16.15
83,7.46,9.61
84,-3.02,14.66
85,-3.03,9.75
86,1.01,13.41
87,8.8,4.72
88,3.2,6.11
89,-3.45,10.98
90,0.45,11.97
91,4.85,16.96
92,3.08,12.01
93,0.94,14.44
94,16.05,15.75
95,-4.71,2.89
96,3.28,8.19
97,7.23,15.53
98,4.92,17.07
99,3.57,11.63
