,X,Y
0,15.54,9.64
1,15.19,9.45
2,15.13,9.14
3,15.18,9.03
4,15.09,8.84
5,17.47,8.77
6,14.77,9.63
7,14.59,8.72
8,14.59,8.53
9,14.57,8.3
10,14.57,8.23
11,14.46,8.22
12,15.25,8.72
13,14.87,8.2
14,14.37,7.68
15,14.2,7.57
16,14.13,9.71
17,14.13,7.48
18,14.02,7.4
19,13.94,8.92
20,13.88,7.39
21,13.66,8.51
22,14.02,7.37
23,13.54,7.35
24,14.24,7.75
25,13.54,7.17
26,13.5,8.32
27,13.51,7.16
28,13.48,7.94
29,14.25,7.03
30,14.83,6.97
31,13.44,6.87
32,14.4,7.87
33,14.18,7.39
34,14.39,7.54
35,14.03,6.6
36,14.41,6.54
37,13.43,6.5
38,14.08,6.49
39,13.42,6.76
40,13.33,6.31
41,13.3,8.26
42,13.3,8.55
43,14.83,6.23
44,13.24,6.17
45,13.22,7.71
46,14.38,8.64
47,15.02,6.15
48,13.15,7.33
49,14.56,6.11
50,13.1,6.27
51,14.97,5.91
52,13.05,5.9
53,13.04,6.68
54,16.06,5.88
55,13.02,5.82
56,12.84,6.84
57,12.83,7.37
58,12.8,7.81
59,14.9,6.11
60,12.78,6.69
61,12.77,7.56
62,12.72,6.57
63,12.56,7.45
64,12.5,6.66
65,17.0,5.76
66,12.46,7.75
67,12.45,7.79
68,13.14,7.21
69,14.48,5.73
70,14.65,5.64
71,12.43,5.62
72,13.37,6.99
73,12.35,6.83
74,14.29,9.54
75,12.55,6.71
76,12.59,5.56
77,12.58,8.92
78,12.18,5.5
79,15.5,7.1
80,12.17,8.61
81,12.82,5.37
82,14.73,5.33
83,14.12,5.32
84,11.96,7.45
85,11.95,5.52
86,11.94,8.36
87,11.82,5.31
88,13.97,7.12
89,13.36,8.5
90,16.08,7.75
91,14.34,7.53
92,14.12,5.27
93,14.22,5.24
94,11.66,6.67
95,11.42,5.03
96,11.37,6.43
97,11.33,6.51
98,13.48,4.25
99,14.75,3.85
