,X,Y
0,9.29,8.83
1,8.65,8.5
2,8.58,8.44
3,8.39,8.15
4,8.1,8.38
5,8.06,7.97
6,7.77,7.89
7,7.27,7.86
8,7.17,7.73
9,7.17,7.48
10,7.03,7.7
11,7.31,7.41
12,7.0,7.52
13,6.96,7.31
14,9.55,7.92
15,6.94,7.39
16,6.89,7.22
17,6.67,9.28
18,7.8,7.61
19,6.59,7.21
20,6.61,8.1
21,8.28,7.18
22,8.25,7.15
23,6.7,7.11
24,6.8,7.06
25,6.32,7.25
26,7.66,6.78
27,6.47,6.63
28,8.14,7.38
29,7.45,8.74
30,7.09,7.94
31,8.3,6.47
32,8.77,8.61
33,6.21,6.68
34,6.09,6.87
35,7.03,7.59
36,7.32,8.23
37,8.5,6.45
38,7.9,6.85
39,7.93,7.82
40,6.54,7.04
41,7.99,8.16
42,7.72,7.92
43,6.03,8.41
44,8.38,6.36
45,7.28,8.0
46,7.0,6.3
47,6.71,6.17
48,6.01,7.04
49,7.27,7.19
50,9.7,7.03
51,6.97,6.52
52,5.98,9.1
53,6.56,7.07
54,7.41,7.87
55,5.96,6.99
56,7.03,6.16
57,7.31,7.78
58,5.89,8.4
59,7.18,6.91
60,6.72,6.92
61,7.26,7.32
62,8.71,6.1
63,5.83,5.98
64,9.21,5.92
65,5.77,7.55
66,6.79,8.27
67,7.74,7.33
68,5.6,5.8
69,5.43,6.31
70,8.38,8.61
71,5.42,7.43
72,6.11,8.57
73,7.91,9.12
74,5.91,6.78
75,6.43,8.52
76,7.86,6.45
77,7.09,7.06
78,5.29,5.72
79,6.58,7.65
80,5.21,6.42
81,6.93,7.75
82,7.09,7.95
83,4.83,7.34
84,7.39,8.57
85,4.76,5.71
86,7.04,8.08
87,8.3,6.62
88,8.47,7.45
89,6.62,5.75
90,9.74,5.51
91,7.67,7.21
92,7.09,5.91
93,6.22,7.43
94,7.03,9.3
95,5.39,8.41
96,7.26,5.37
97,7.18,7.78
98,5.68,8.14
99,4.14,5.09
