;X;Y
0;17.64;16.13
1;19.85;12.86
2;16.62;11.15
3;14.56;10.94
4;14.36;12.12
5;12.74;9.96
6;12.48;8.73
7;12.34;8.72
8;13.52;9.49
9;12.12;8.63
10;11.13;8.61
11;15.44;9.07
12;10.8;11.3
13;13.29;8.61
14;10.49;14.24
15;10.36;7.92
16;8.99;7.91
17;10.19;7.26
18;8.97;10.42
19;15.62;7.14
20;8.49;7.01
21;11.54;6.87
22;8.16;8.99
23;13.73;8.07
24;7.96;6.6
25;12.76;7.87
26;7.86;6.49
27;7.77;8.76
28;14.05;6.09
29;7.32;12.54
30;15.89;5.76
31;12.68;9.74
32;15.6;11.16
33;8.24;6.11
34;7.98;5.4
35;7.16;5.23
36;8.14;9.72
37;6.88;5.03
38;11.58;6.71
39;9.39;7.81
40;17.42;15.22
41;12.06;4.73
42;6.87;14.23
43;10.99;9.84
44;7.27;17.49
45;6.7;4.45
46;7.44;4.09
47;5.78;3.9
48;10.43;3.61
49;8.07;3.45
50;18.24;3.45
51;6.87;8.06
52;12.91;3.11
53;18.89;9.02
54;14.55;3.54
55;5.78;11.45
56;5.25;2.98
57;5.09;4.76
58;16.07;6.25
59;17.41;9.96
60;10.98;2.69
61;11.76;6.42
62;8.86;9.43
63;14.75;2.31
64;14.05;2.16
65;13.88;8.85
66;10.89;14.23
67;6.98;9.96
68;8.6;5.11
69;5.78;12.14
70;9.31;10.44
71;7.23;4.69
72;12.13;7.95
73;14.31;12.66
74;18.4;10.06
75;9.29;1.39
76;17.13;9.78
77;13.04;8.13
78;15.36;4.95
79;4.9;1.41
80;7.62;8.31
81;11.37;8.49
82;5.34;0.11
83;14.26;17.17
84;7.51;12.26
85;15.9;0.05
86;14.45;11.16
87;4.86;6.2
88;13.56;5.76
89;11.18;12.17
90;4.49;5.26
91;11.35;1.25
92;4.29;-0.14
93;4.22;10.36
94;11.96;13.06
95;12.3;-0.43
96;2.43;-1.94
97;8.9;4.9
98;10.83;-2.09
99;13.07;8.97
