;X;Y
0;13.43;18.86
1;13.34;18.53
2;11.94;16.03
3;10.49;15.93
4;9.85;15.62
5;9.79;15.49
6;9.82;23.87
7;9.75;15.52
8;9.66;15.11
9;9.5;14.22
10;9.21;13.83
11;11.64;13.28
12;9.09;12.77
13;8.42;14.4
14;8.22;12.32
15;7.86;12.26
16;8.6;17.12
17;10.27;12.19
18;7.68;14.12
19;12.77;15.7
20;7.68;12.18
21;8.82;16.13
22;11.57;12.03
23;7.63;12.46
24;7.51;11.68
25;7.26;11.68
26;7.09;11.96
27;10.38;21.44
28;6.66;11.61
29;10.27;11.43
30;6.42;11.11
31;5.87;16.48
32;8.81;10.61
33;5.49;13.04
34;9.84;14.6
35;7.47;14.74
36;6.91;12.48
37;5.43;18.1
38;9.31;15.57
39;5.22;9.89
40;8.18;10.36
41;6.04;9.63
42;4.97;12.54
43;4.69;11.45
44;7.44;11.62
45;11.31;12.89
46;13.02;9.01
47;16.28;12.73
48;11.8;16.99
49;4.61;11.93
50;12.75;16.89
51;4.52;8.74
52;14.06;15.53
53;9.03;13.63
54;11.33;13.78
55;6.41;11.81
56;7.42;11.96
57;9.09;8.66
58;3.21;16.0
59;8.35;8.5
60;3.11;14.71
61;11.06;12.19
62;6.83;16.73
63;6.96;16.19
64;3.03;12.17
65;4.67;7.68
66;12.31;17.67
67;8.14;14.61
68;7.25;14.27
69;6.01;10.82
70;9.99;12.07
71;5.55;9.16
72;12.13;11.79
73;9.97;10.16
74;7.47;12.79
75;9.15;12.27
76;7.07;14.92
77;5.41;11.03
78;13.21;17.65
79;8.2;7.53
80;7.79;13.95
81;9.12;9.87
82;2.73;13.59
83;5.95;16.2
84;5.18;15.39
85;9.86;13.22
86;10.34;7.51
87;3.22;13.19
88;3.53;16.02
89;8.43;16.77
90;7.5;18.86
91;6.29;16.01
92;7.36;7.4
93;11.97;13.97
94;2.24;16.04
95;10.03;10.87
96;3.24;14.37
97;11.98;19.1
98;11.28;10.0
99;9.67;7.32
