,X,Y
0,14.11,17.47
1,13.69,16.89
2,10.92,16.18
3,10.27,15.73
4,12.14,15.64
5,9.7,15.6
6,9.68,14.38
7,9.08,14.06
8,11.83,13.52
9,8.28,13.35
10,8.53,12.73
11,7.78,12.61
12,10.66,11.87
13,9.37,11.47
14,7.73,11.12
15,7.48,12.03
16,7.75,11.09
17,8.17,10.37
18,7.66,10.35
19,7.47,9.63
20,8.86,12.67
21,8.31,9.33
22,7.45,10.77
23,7.24,9.59
24,7.18,9.33
25,7.09,9.01
26,6.7,9.49
27,6.83,8.93
28,6.36,12.93
29,6.3,8.52
30,10.84,8.49
31,6.1,11.74
32,9.66,8.19
33,5.99,7.98
34,5.91,7.84
35,5.65,8.77
36,8.65,16.55
37,5.52,7.75
38,5.49,14.05
39,5.34,7.71
40,5.23,8.65
41,10.64,10.7
42,5.21,12.16
43,6.54,11.87
44,11.73,11.31
45,5.99,7.61
46,4.49,16.36
47,8.94,6.94
48,15.98,6.89
49,4.76,7.13
50,11.95,15.76
51,9.19,13.12
52,4.3,13.14
53,4.22,14.19
54,7.65,11.6
55,9.43,12.13
56,6.71,6.87
57,4.0,8.38
58,9.96,6.82
59,5.27,6.62
60,4.0,6.61
61,10.51,16.14
62,8.26,6.57
63,10.13,6.44
64,11.88,7.36
65,3.86,7.42
66,4.42,9.45
67,4.15,10.58
68,8.75,6.84
69,5.45,11.8
70,3.75,13.37
71,6.05,7.99
72,9.81,6.44
73,2.99,6.32
74,4.45,6.26
75,9.46,11.66
76,3.09,12.74
77,10.24,6.13
78,2.87,12.78
79,2.52,11.07
80,13.65,11.45
81,4.75,6.01
82,12.94,13.53
83,2.48,15.87
84,11.6,10.09
85,6.16,5.42
86,7.79,13.19
87,5.94,10.64
88,15.06,4.42
89,9.82,6.26
90,2.45,4.12
91,8.34,10.65
92,2.8,4.04
93,2.09,10.89
94,9.67,10.22
95,1.19,12.63
96,10.68,3.13
97,-0.19,14.37
98,10.04,13.0
99,5.58,9.32
