;X;Y
0;11.14;18.2
1;11.14;16.2
2;14.42;14.05
3;11.07;12.48
4;10.92;11.75
5;10.86;10.36
6;12.93;12.58
7;11.03;10.18
8;10.83;9.38
9;10.26;11.78
10;9.95;12.76
11;9.26;9.31
12;8.14;9.26
13;8.0;9.09
14;6.66;10.89
15;6.4;14.92
16;6.31;13.18
17;6.28;10.22
18;8.83;8.5
19;12.17;12.84
20;12.59;9.59
21;6.06;9.55
22;11.23;14.27
23;7.6;7.8
24;5.9;7.71
25;5.89;7.67
26;5.17;6.91
27;5.16;6.75
28;6.13;7.69
29;6.44;9.11
30;5.14;6.69
31;7.36;16.13
32;9.01;13.75
33;5.08;6.66
34;10.91;9.75
35;9.62;6.65
36;9.59;6.43
37;10.51;12.51
38;15.91;9.08
39;8.62;8.64
40;12.36;13.03
41;4.76;5.97
42;4.55;5.61
43;4.4;9.92
44;9.88;5.55
45;10.94;5.3
46;4.19;5.24
47;4.46;16.55
48;4.02;11.25
49;3.81;8.1
50;10.62;14.25
51;3.64;9.75
52;2.99;11.28
53;10.61;11.54
54;9.09;6.69
55;2.24;8.28
56;2.41;5.18
57;1.75;10.94
58;15.45;20.96
59;5.81;5.05
60;3.12;19.95
61;0.83;10.26
62;2.51;13.32
63;3.25;16.41
64;0.63;14.92
65;0.5;8.23
66;5.53;10.78
67;0.49;14.43
68;3.69;6.61
69;6.75;4.44
70;9.11;14.98
71;9.35;10.31
72;2.26;7.18
73;6.96;9.08
74;6.15;4.36
75;7.29;12.53
76;0.15;3.97
77;6.42;11.54
78;13.38;3.79
79;5.33;8.25
80;0.74;10.62
81;10.27;15.53
82;0.07;9.11
83;13.11;11.71
84;4.3;9.19
85;5.1;13.51
86;-0.33;14.9
87;8.79;15.36
88;9.07;9.63
89;1.73;10.98
90;-3.31;9.86
91;12.56;3.6
92;4.85;8.25
93;2.86;10.93
94;2.64;11.68
95;1.08;9.79
96;4.74;7.48
97;9.41;2.32
98;14.18;5.54
99;10.29;2.14
