,X,Y
0,15.29,18.65
1,15.23,15.36
2,14.5,13.66
3,13.87,12.79
4,13.71,12.71
5,13.13,16.95
6,12.74,12.6
7,12.74,11.87
8,12.64,14.86
9,12.57,11.55
10,12.2,11.16
11,11.96,11.63
12,11.79,16.0
13,11.65,13.41
14,11.77,11.1
15,13.93,10.83
16,11.62,10.52
17,11.55,12.16
18,11.54,11.33
19,11.51,14.78
20,11.51,10.52
21,11.48,10.38
22,11.46,10.23
23,11.43,11.45
24,12.61,10.05
25,11.19,13.09
26,11.8,9.98
27,11.13,10.65
28,12.08,11.14
29,10.65,13.28
30,10.48,12.42
31,10.38,14.92
32,11.55,9.93
33,10.38,9.68
34,10.24,10.68
35,10.65,12.0
36,10.59,10.8
37,14.21,12.58
38,10.69,14.43
39,12.38,9.67
40,10.18,12.98
41,9.84,9.62
42,9.78,8.85
43,11.74,10.58
44,12.5,10.85
45,15.14,9.11
46,11.53,9.05
47,13.8,10.38
48,10.03,8.29
49,13.63,10.02
50,13.76,8.13
51,9.69,12.47
52,11.61,12.26
53,12.35,12.5
54,13.42,12.23
55,9.65,11.59
56,9.64,12.73
57,11.21,16.98
58,9.87,8.05
59,9.51,11.26
60,11.59,11.71
61,10.42,9.72
62,11.74,11.32
63,13.86,15.25
64,12.07,11.68
65,10.69,16.62
66,11.81,7.99
67,12.87,7.98
68,9.46,12.41
69,10.65,12.43
70,13.05,14.21
71,12.06,11.28
72,9.4,10.45
73,14.37,15.62
74,10.98,11.86
75,11.7,13.18
76,9.47,13.03
77,11.8,13.23
78,11.27,10.07
79,9.35,11.24
80,11.83,14.4
81,11.29,11.87
82,9.02,12.47
83,8.95,13.66
84,10.32,11.42
85,10.29,10.55
86,13.92,7.77
87,10.67,11.24
88,8.85,12.78
89,8.84,12.3
90,10.05,13.07
91,11.71,15.54
92,12.76,16.24
93,13.85,7.24
94,11.38,11.93
95,8.52,13.22
96,13.94,10.21
97,8.28,12.35
98,11.12,10.11
99,6.52,11.57
