,X,Y
0,16.28,19.3
1,15.75,17.27
2,14.28,15.93
3,12.25,15.88
4,12.25,15.33
5,12.04,14.3
6,11.53,14.29
7,10.71,12.72
8,10.62,12.47
9,10.05,12.25
10,10.02,12.06
11,9.57,14.29
12,9.3,11.65
13,13.71,11.52
14,9.06,11.41
15,13.85,17.81
16,9.0,13.41
17,12.82,14.3
18,8.72,11.4
19,8.67,11.92
20,11.32,18.85
21,7.84,11.2
22,9.43,11.02
23,7.42,10.64
24,11.5,13.58
25,9.55,10.58
26,18.06,13.03
27,11.59,13.41
28,9.44,10.21
29,12.35,11.65
30,7.31,14.28
31,7.19,13.57
32,13.45,10.0
33,6.97,10.0
34,9.94,9.99
35,7.74,10.27
36,10.72,9.82
37,11.42,9.81
38,13.73,9.62
39,7.69,11.07
40,6.68,9.15
41,9.1,9.05
42,9.87,9.79
43,12.02,13.5
44,13.99,10.69
45,6.84,8.87
46,8.69,8.81
47,15.25,12.76
48,6.52,8.11
49,6.19,11.74
50,8.82,17.56
51,6.06,7.99
52,12.4,12.83
53,15.35,11.37
54,8.92,9.55
55,15.48,7.86
56,10.77,10.45
57,6.06,7.85
58,8.63,17.37
59,7.72,7.65
60,12.49,15.57
61,7.49,7.02
62,5.99,10.1
63,5.5,8.29
64,9.57,6.95
65,6.47,13.94
66,5.18,6.8
67,15.04,6.77
68,14.72,15.57
69,5.15,13.98
70,19.41,9.35
71,9.43,8.01
72,11.02,6.26
73,14.13,5.97
74,5.1,18.96
75,4.39,7.11
76,11.89,10.64
77,4.1,5.73
78,9.43,13.81
79,16.63,8.38
80,3.05,9.59
81,13.79,10.62
82,2.71,9.84
83,12.72,5.36
84,3.55,6.46
85,2.7,14.95
86,10.17,13.83
87,1.13,4.4
88,7.94,12.86
89,8.81,18.3
90,8.6,12.91
91,14.93,4.36
92,0.65,13.73
93,15.75,4.23
94,8.56,14.94
95,12.43,2.12
96,11.76,0.7
97,0.55,15.48
98,12.09,14.0
99,13.52,-3.05
