;X;Y
0;16.16;18.28
1;16.09;17.82
2;15.27;15.2
3;14.72;15.19
4;14.34;15.1
5;14.19;14.45
6;14.08;13.81
7;14.07;13.67
8;13.45;12.97
9;12.48;21.76
10;11.66;12.32
11;11.56;14.72
12;11.49;10.46
13;12.66;10.02
14;15.7;10.66
15;14.16;9.56
16;20.39;15.29
17;20.44;8.92
18;11.49;8.85
19;10.84;7.42
20;10.67;7.14
21;16.33;6.67
22;10.58;6.51
23;10.49;17.25
24;9.76;7.89
25;9.48;12.52
26;14.92;9.27
27;8.89;6.06
28;7.83;11.85
29;7.8;5.92
30;7.21;5.73
31;7.1;5.38
32;6.72;7.17
33;16.81;5.62
34;6.27;10.63
35;5.89;7.17
36;5.77;3.9
37;13.11;3.12
38;14.02;5.31
39;17.3;6.99
40;5.71;3.12
41;5.58;9.14
42;5.48;3.02
43;5.06;2.62
44;19.75;2.11
45;16.36;7.05
46;5.4;11.56
47;21.09;2.07
48;9.5;6.29
49;10.43;11.22
50;7.86;1.96
51;7.86;17.53
52;5.0;11.6
53;9.84;12.17
54;4.59;1.56
55;4.52;1.26
56;8.35;1.23
57;4.36;1.22
58;7.65;1.14
59;4.27;7.37
60;7.6;0.83
61;3.24;2.37
62;16.96;0.64
63;16.41;0.55
64;10.26;2.34
65;8.45;13.2
66;5.92;9.15
67;12.21;12.37
68;12.41;0.09
69;9.2;-0.5
70;16.57;9.47
71;20.97;7.05
72;2.99;1.29
73;21.82;11.36
74;2.35;6.01
75;14.11;-1.1
76;1.31;13.73
77;2.58;-1.16
78;7.09;3.19
79;18.4;10.42
80;0.13;3.88
81;14.73;-0.77
82;9.71;7.78
83;9.69;0.75
84;12.3;5.76
85;14.91;-1.65
86;13.42;-2.61
87;7.33;10.06
88;5.47;-3.27
89;-0.34;8.55
90;9.55;14.91
91;-0.38;5.8
92;10.59;-3.95
93;-10.09;-4.71
94;13.3;19.54
95;14.5;11.97
96;15.51;18.28
97;7.81;10.29
98;10.65;9.06
99;8.95;-6.49
