;X;Y
0;18.93;18.55
1;18.17;17.76
2;18.01;17.38
3;17.7;17.14
4;17.4;16.7
5;17.05;17.75
6;16.59;16.6
7;16.38;17.38
8;16.67;16.77
9;16.57;16.42
10;16.24;15.77
11;16.19;15.7
12;16.11;15.61
13;15.88;15.49
14;15.76;15.39
15;16.27;15.32
16;16.99;15.25
17;17.0;15.23
18;15.48;15.1
19;16.07;14.88
20;19.3;14.87
21;15.53;14.74
22;16.01;16.93
23;17.38;16.92
24;15.22;14.72
25;21.15;14.48
26;14.93;14.31
27;15.9;14.29
28;15.72;15.78
29;14.83;16.18
30;17.17;17.11
31;14.69;14.12
32;14.55;14.09
33;14.48;14.06
34;16.97;14.05
35;14.48;15.6
36;14.93;15.79
37;14.47;15.97
38;19.29;13.89
39;14.27;13.63
40;16.34;13.26
41;15.47;16.27
42;14.14;17.76
43;13.98;13.11
44;15.2;15.97
45;13.97;16.93
46;13.89;16.67
47;17.56;15.44
48;16.99;16.35
49;13.67;14.53
50;16.65;16.58
51;16.98;15.1
52;15.68;15.13
53;18.3;15.17
54;14.76;12.34
55;14.54;13.17
56;13.67;15.28
57;13.51;15.4
58;12.79;12.08
59;13.07;11.8
60;12.78;11.46
61;12.64;13.53
62;18.54;11.14
63;12.64;15.66
64;18.93;15.88
65;14.56;11.12
66;18.65;20.4
67;17.47;11.08
68;15.2;17.16
69;14.2;18.91
70;15.99;15.34
71;16.81;12.64
72;12.63;17.15
73;12.45;15.15
74;15.79;15.46
75;12.23;14.14
76;15.86;19.94
77;16.53;13.79
78;16.41;12.87
79;12.19;14.54
80;17.98;15.44
81;17.15;13.97
82;16.24;15.48
83;13.36;14.39
84;11.81;17.56
85;18.19;15.35
86;10.98;17.45
87;15.41;18.76
88;14.52;10.4
89;10.45;19.77
90;13.78;14.09
91;16.75;14.93
92;16.33;10.11
93;13.44;15.14
94;15.36;19.91
95;14.54;15.02
96;18.13;17.02
97;12.63;14.89
98;16.27;11.83
99;12.78;18.14
