;X;Y
0;20.12;24.68
1;17.58;23.78
2;15.65;21.52
3;15.22;18.53
4;14.43;17.64
5;13.7;22.27
6;12.61;16.45
7;12.57;21.33
8;15.14;16.04
9;12.57;15.37
10;14.74;14.71
11;12.19;16.05
12;11.71;14.47
13;11.71;13.74
14;12.96;21.15
15;13.75;13.49
16;15.93;13.34
17;18.93;13.29
18;10.05;13.64
19;9.93;12.79
20;14.91;12.37
21;9.57;11.61
22;9.47;12.28
23;14.66;10.89
24;9.41;10.24
25;10.22;20.9
26;14.14;15.88
27;16.56;18.45
28;9.33;9.74
29;8.56;9.72
30;14.31;21.43
31;10.3;17.56
32;14.05;9.23
33;8.46;17.51
34;11.4;10.01
35;9.67;18.02
36;8.09;14.1
37;12.86;17.66
38;11.02;17.8
39;7.83;8.81
40;7.72;14.07
41;16.57;12.02
42;7.28;10.55
43;16.25;18.43
44;9.24;9.29
45;7.13;8.5
46;11.02;16.53
47;6.91;17.53
48;11.62;18.39
49;8.19;17.55
50;6.62;12.05
51;13.8;19.15
52;11.81;11.86
53;15.87;12.97
54;6.21;11.66
55;5.92;14.8
56;7.43;14.6
57;5.45;15.74
58;15.4;16.14
59;5.12;10.53
60;16.99;8.56
61;7.47;18.17
62;5.79;10.16
63;14.7;16.87
64;22.53;16.82
65;15.45;8.4
66;4.3;16.39
67;4.93;7.96
68;12.45;13.62
69;15.39;14.63
70;3.92;15.11
71;22.68;27.94
72;17.25;10.36
73;3.23;26.82
74;18.17;16.73
75;18.92;13.69
76;16.31;11.64
77;1.72;7.13
78;13.09;19.22
79;7.88;21.26
80;12.38;14.46
81;11.03;12.45
82;7.45;9.42
83;14.12;15.21
84;11.89;6.41
85;1.24;9.1
86;7.44;19.93
87;3.92;10.86
88;4.09;8.39
89;18.26;17.55
90;10.47;21.4
91;0.1;24.19
92;18.29;5.89
93;3.86;20.11
94;6.22;17.48
95;9.52;12.46
96;2.86;7.79
97;6.91;16.27
98;15.45;4.12
99;0.09;20.59
