;X;Y
0;13.33;10.96
1;11.54;9.7
2;11.26;8.72
3;9.59;10.6
4;9.3;9.93
5;8.5;9.58
6;12.67;8.66
7;8.17;8.5
8;7.81;8.44
9;7.63;8.1
10;6.8;10.77
11;7.19;15.55
12;11.27;7.64
13;6.77;9.6
14;5.66;7.19
15;6.89;7.78
16;5.59;6.85
17;5.06;10.58
18;4.97;6.72
19;9.98;6.7
20;4.34;6.9
21;3.64;6.07
22;7.67;5.93
23;5.64;7.06
24;7.04;8.63
25;7.4;7.75
26;5.83;4.97
27;10.59;4.77
28;2.49;12.58
29;10.33;7.99
30;8.84;4.69
31;2.41;9.9
32;7.42;11.17
33;2.5;8.57
34;5.27;11.67
35;2.21;9.6
36;1.49;14.82
37;2.07;10.7
38;5.54;7.72
39;4.3;4.11
40;2.77;9.19
41;5.13;9.25
42;13.7;3.35
43;6.82;4.04
44;3.19;7.17
45;1.33;5.63
46;8.26;7.81
47;8.62;4.84
48;1.16;11.62
49;3.52;11.37
50;1.36;12.3
51;0.87;2.88
52;13.45;5.24
53;7.77;3.96
54;4.78;8.15
55;6.98;10.53
56;0.54;7.8
57;10.61;13.75
58;4.53;2.71
59;10.4;9.83
60;6.53;5.16
61;0.53;6.89
62;4.71;12.93
63;0.44;12.91
64;4.41;4.47
65;7.21;6.91
66;6.79;10.2
67;8.71;6.12
68;1.55;1.4
69;12.06;1.9
70;7.75;5.59
71;1.04;2.68
72;2.4;4.28
73;0.99;0.62
74;7.46;4.84
75;9.26;0.56
76;4.6;10.28
77;5.84;10.2
78;9.2;10.33
79;5.23;5.25
80;1.97;7.71
81;10.66;14.94
82;4.6;-0.62
83;3.4;12.75
84;15.04;6.65
85;-0.58;9.85
86;4.15;-1.06
87;12.84;7.19
88;-1.05;8.7
89;11.97;3.62
90;-1.72;6.8
91;8.84;1.29
92;1.42;0.28
93;6.85;13.41
94;9.07;0.17
95;7.31;2.12
96;15.14;9.7
97;2.13;9.06
98;11.07;-2.8
99;8.43;11.18
