;X;Y
0;21.79;11.93
1;21.16;10.9
2;20.4;10.34
3;19.74;9.61
4;18.71;9.53
5;19.47;9.47
6;18.35;10.66
7;18.35;8.54
8;17.48;9.13
9;16.53;8.05
10;16.44;7.94
11;16.61;7.66
12;17.79;7.47
13;16.4;6.96
14;23.76;6.49
15;18.02;6.25
16;16.18;8.16
17;15.88;6.14
18;17.15;5.9
19;15.78;5.61
20;15.5;5.54
21;14.75;8.34
22;14.29;5.82
23;18.35;5.43
24;14.01;5.15
25;13.98;5.01
26;13.84;6.31
27;13.34;9.13
28;18.44;5.8
29;13.09;4.6
30;20.59;4.29
31;16.81;4.25
32;16.28;11.04
33;12.78;8.36
34;12.35;9.55
35;13.44;4.06
36;14.58;3.91
37;17.67;9.14
38;14.03;7.33
39;16.39;9.46
40;12.1;6.43
41;15.47;3.74
42;14.97;6.77
43;18.75;6.73
44;12.0;5.92
45;21.74;6.31
46;11.8;6.54
47;11.76;4.82
48;12.16;3.42
49;12.16;3.29
50;17.1;3.19
51;11.57;3.27
52;12.28;11.09
53;14.31;5.82
54;19.6;7.88
55;11.51;5.43
56;16.54;2.85
57;12.34;2.88
58;18.13;2.64
59;15.86;3.82
60;11.41;8.05
61;15.09;2.35
62;17.52;2.92
63;16.28;6.46
64;15.35;2.24
65;11.17;9.27
66;18.77;5.5
67;10.88;5.98
68;20.19;12.43
69;15.22;6.37
70;18.27;7.44
71;14.34;2.17
72;17.58;1.84
73;10.56;1.6
74;10.37;1.21
75;12.36;5.62
76;9.71;1.16
77;13.17;0.61
78;9.29;11.23
79;14.41;7.42
80;11.81;0.09
81;15.44;11.44
82;9.11;-1.59
83;18.54;-2.31
84;17.77;7.67
85;18.01;4.35
86;10.36;7.67
87;11.95;4.73
88;8.23;7.53
89;12.34;10.25
90;16.35;7.67
91;15.25;3.29
92;14.55;9.37
93;10.63;4.83
94;10.44;9.44
95;18.57;4.8
96;16.87;10.23
97;7.88;13.07
98;16.75;5.77
99;6.47;-2.99
