;X;Y
0;16.17;9.88
1;15.51;9.47
2;13.1;9.28
3;12.63;8.89
4;12.49;8.82
5;12.07;8.46
6;12.62;10.14
7;12.04;8.19
8;11.94;8.09
9;11.92;8.08
10;11.7;9.79
11;11.43;7.84
12;12.49;11.04
13;11.28;7.64
14;11.27;8.29
15;11.04;7.61
16;10.77;7.56
17;10.38;7.57
18;10.19;12.02
19;11.1;7.02
20;11.57;7.02
21;16.44;6.81
22;9.58;6.8
23;11.99;8.52
24;11.59;8.57
25;15.35;6.7
26;12.99;6.82
27;10.17;7.53
28;9.53;6.66
29;9.52;6.59
30;10.53;6.83
31;9.52;5.77
32;9.47;8.59
33;10.41;10.09
34;17.18;8.19
35;11.99;8.23
36;13.73;5.69
37;9.42;8.08
38;12.64;5.55
39;14.72;9.84
40;9.34;6.77
41;9.11;7.09
42;9.07;11.27
43;14.45;5.53
44;10.29;5.51
45;9.04;9.18
46;9.03;7.36
47;11.11;5.48
48;16.27;9.29
49;9.0;5.48
50;8.9;8.87
51;14.42;6.31
52;8.71;7.69
53;9.82;8.9
54;12.25;5.34
55;8.99;10.95
56;15.86;5.31
57;10.98;5.25
58;13.7;6.7
59;15.14;5.21
60;8.53;8.39
61;11.68;8.32
62;10.62;8.55
63;13.39;6.95
64;10.57;6.07
65;11.38;9.47
66;7.89;5.92
67;7.32;6.29
68;10.88;5.21
69;10.42;5.14
70;12.52;4.96
71;11.19;10.08
72;10.83;4.95
73;7.1;6.04
74;7.27;6.18
75;14.65;9.32
76;10.83;5.01
77;10.77;8.14
78;11.72;8.29
79;7.1;7.56
80;8.09;6.88
81;9.68;4.68
82;6.21;9.53
83;11.14;3.98
84;5.1;3.52
85;9.21;11.8
86;11.58;3.41
87;12.4;7.94
88;13.65;1.03
89;15.52;0.33
90;8.33;8.5
91;9.08;8.77
92;11.14;7.18
93;5.69;3.86
94;11.79;3.14
95;11.15;7.9
96;10.37;9.05
97;10.9;0.17
98;12.79;4.52
99;4.39;7.21
