;X;Y
0;25.67;23.45
1;25.45;23.3
2;22.58;20.43
3;22.05;19.77
4;21.26;26.8
5;21.02;19.0
6;19.99;18.07
7;21.42;19.03
8;19.96;15.98
9;19.68;15.82
10;18.69;15.0
11;18.55;14.91
12;18.51;14.71
13;17.0;14.59
14;16.08;16.59
15;27.97;14.25
16;23.19;17.99
17;16.0;18.22
18;15.14;13.92
19;14.93;13.75
20;15.81;13.43
21;14.89;12.78
22;14.89;17.88
23;22.15;29.76
24;16.99;23.28
25;18.95;12.66
26;19.81;20.3
27;14.88;17.69
28;14.5;11.76
29;14.06;11.19
30;13.98;11.16
31;19.04;11.15
32;13.93;15.68
33;13.74;11.01
34;13.34;20.27
35;26.23;11.77
36;18.77;10.96
37;13.23;19.19
38;14.03;21.08
39;23.5;10.84
40;18.39;11.85
41;24.02;13.21
42;20.27;12.02
43;18.51;10.71
44;13.07;10.55
45;12.45;10.33
46;18.98;17.06
47;12.37;13.45
48;17.74;14.31
49;12.22;10.56
50;12.78;10.33
51;12.18;13.9
52;15.68;8.99
53;11.97;8.68
54;20.96;14.28
55;19.17;7.7
56;11.51;7.5
57;10.52;18.97
58;10.23;7.33
59;19.47;10.43
60;11.66;14.51
61;10.16;7.04
62;18.99;20.65
63;9.94;6.5
64;9.68;14.45
65;14.97;19.39
66;14.05;5.84
67;9.61;11.37
68;10.9;18.08
69;9.57;7.41
70;9.24;7.06
71;19.1;17.16
72;23.72;5.81
73;9.17;4.94
74;8.5;10.87
75;17.65;24.88
76;21.24;16.58
77;8.25;7.91
78;10.95;24.07
79;24.9;7.2
80;13.26;21.25
81;8.03;10.76
82;17.8;29.81
83;13.62;9.17
84;8.02;4.75
85;18.53;17.27
86;11.3;11.3
87;7.39;18.68
88;16.72;4.13
89;6.2;17.69
90;7.12;17.01
91;10.51;17.05
92;11.08;11.21
93;13.18;17.93
94;18.91;13.57
95;15.69;16.15
96;4.51;19.75
97;10.75;25.0
98;19.76;14.38
99;3.59;0.94
