,X,Y
0,23.13,20.74
1,21.36,23.3
2,20.73,21.92
3,19.97,18.89
4,19.59,18.32
5,18.21,17.89
6,18.08,18.05
7,17.1,16.91
8,19.81,16.64
9,16.54,16.11
10,16.42,16.02
11,16.34,15.81
12,15.16,15.51
13,16.76,15.46
14,17.06,15.4
15,14.71,15.23
16,14.61,15.19
17,14.3,15.06
18,15.67,14.57
19,13.02,15.62
20,12.99,17.15
21,24.14,14.49
22,12.36,21.53
23,18.04,14.49
24,12.28,18.61
25,12.23,14.46
26,13.09,16.13
27,19.15,14.86
28,19.36,17.09
29,13.13,14.45
30,20.88,14.44
31,12.57,19.45
32,19.03,17.42
33,18.02,18.35
34,20.13,14.29
35,24.87,14.75
36,13.84,14.24
37,11.61,14.95
38,14.41,17.87
39,13.26,15.98
40,11.59,15.85
41,25.71,16.91
42,11.13,14.15
43,11.17,20.97
44,10.89,19.39
45,16.49,13.95
46,14.37,13.84
47,19.44,17.33
48,20.47,13.83
49,15.32,13.64
50,10.84,20.93
51,14.97,13.47
52,10.65,14.87
53,17.25,13.06
54,17.62,16.89
55,19.35,12.68
56,10.49,12.66
57,9.42,16.79
58,9.05,12.6
59,15.34,16.47
60,12.69,23.25
61,12.39,12.59
62,14.66,11.44
63,18.05,11.29
64,13.04,15.8
65,14.13,16.46
66,14.83,9.84
67,8.1,9.73
68,14.15,17.29
69,15.54,11.84
70,7.22,9.66
71,5.86,14.22
72,19.01,16.44
73,13.68,9.28
74,8.73,12.99
75,5.44,10.07
76,18.43,12.34
77,13.79,18.77
78,14.82,9.24
79,12.4,19.87
80,17.09,16.08
81,13.52,16.38
82,15.6,12.12
83,5.32,10.24
84,16.87,12.62
85,9.89,9.04
86,14.88,8.56
87,14.52,17.72
88,14.93,19.17
89,7.05,20.25
90,15.98,14.56
91,10.91,8.21
92,13.53,26.88
93,9.81,17.24
94,19.5,15.45
95,9.64,8.11
96,17.76,7.04
97,18.74,18.79
98,17.56,4.96
99,17.09,11.26
