,X,Y
0,18.18,16.83
1,16.85,15.44
2,16.26,14.62
3,13.85,12.85
4,13.51,12.66
5,13.33,12.48
6,13.28,12.03
7,13.07,11.45
8,12.58,11.12
9,17.28,10.56
10,12.58,10.4
11,12.57,10.22
12,12.49,10.11
13,11.81,11.9
14,11.39,15.26
15,14.47,9.86
16,11.35,9.46
17,11.91,9.24
18,10.99,11.33
19,10.72,12.98
20,12.71,9.31
21,12.01,9.97
22,10.59,8.77
23,15.31,10.4
24,11.06,8.61
25,14.53,8.17
26,10.36,8.12
27,16.16,16.43
28,10.52,7.99
29,12.3,7.87
30,13.2,10.33
31,9.94,14.28
32,13.53,11.98
33,9.63,7.45
34,9.57,16.45
35,13.45,6.68
36,13.82,6.63
37,9.27,6.28
38,10.31,7.48
39,9.25,5.98
40,15.66,5.78
41,16.02,5.7
42,8.96,14.16
43,8.93,10.97
44,8.49,4.84
45,8.42,6.97
46,8.27,8.5
47,11.14,4.79
48,10.03,4.73
49,7.56,9.92
50,12.02,4.55
51,15.17,4.14
52,12.03,8.85
53,12.1,5.11
54,11.71,13.77
55,7.25,4.12
56,11.31,11.76
57,6.79,3.56
58,18.43,7.44
59,6.1,9.09
60,13.04,3.54
61,14.56,3.78
62,20.36,5.44
63,17.3,4.11
64,8.88,11.52
65,5.99,17.2
66,9.81,9.6
67,10.2,7.86
68,9.43,6.63
69,17.46,10.25
70,5.68,3.3
71,14.41,3.25
72,9.73,2.95
73,5.33,2.82
74,10.98,6.4
75,5.06,2.68
76,14.86,9.09
77,11.62,2.12
78,5.47,12.63
79,12.33,13.03
80,17.48,8.65
81,18.61,3.2
82,9.44,1.93
83,10.66,6.13
84,13.18,12.71
85,9.22,18.21
86,11.34,11.68
87,13.9,4.77
88,11.73,0.83
89,4.7,0.39
90,13.02,-1.01
91,8.59,6.59
92,3.69,12.28
93,19.69,9.13
94,3.34,10.36
95,16.81,12.33
96,15.85,2.76
97,5.04,5.37
98,10.76,12.73
99,2.62,3.46
