,X,Y
0,15.33,19.39
1,13.91,17.47
2,13.85,13.98
3,13.65,13.59
4,12.23,12.43
5,12.91,12.28
6,11.75,15.86
7,11.73,12.04
8,11.44,11.44
9,10.05,9.46
10,9.92,11.56
11,8.87,11.53
12,14.53,9.24
13,8.78,8.85
14,8.23,8.57
15,9.19,8.4
16,15.64,18.0
17,11.27,7.9
18,8.36,7.11
19,8.04,7.06
20,10.78,6.81
21,12.55,6.26
22,16.43,5.71
23,7.49,5.08
24,13.85,4.25
25,9.2,8.08
26,11.48,12.28
27,10.78,3.95
28,7.34,3.87
29,12.01,4.91
30,13.16,11.84
31,9.4,3.78
32,12.7,3.32
33,7.17,11.71
34,15.23,11.53
35,6.38,7.02
36,13.56,9.59
37,15.39,3.28
38,13.16,3.28
39,5.99,9.27
40,7.77,8.13
41,11.12,14.57
42,5.73,3.11
43,15.81,5.76
44,14.21,3.1
45,7.13,5.06
46,8.66,13.8
47,12.83,8.77
48,11.15,4.38
49,5.17,8.01
50,9.06,2.99
51,4.95,11.34
52,7.84,5.96
53,4.39,7.2
54,4.23,6.21
55,3.83,7.47
56,3.76,7.6
57,2.86,1.88
58,8.33,9.54
59,10.82,12.41
60,13.2,16.41
61,2.66,11.89
62,2.45,9.66
63,7.01,1.83
64,10.35,1.45
65,9.36,0.57
66,2.21,7.35
67,2.17,6.74
68,10.99,0.43
69,13.82,-0.39
70,2.07,10.75
71,2.0,9.3
72,1.82,3.41
73,0.76,-1.27
74,6.85,3.44
75,19.09,4.13
76,10.68,0.98
77,4.35,9.15
78,10.88,-1.79
79,4.14,5.21
80,13.63,6.38
81,4.06,12.36
82,5.9,6.4
83,22.26,13.35
84,13.36,-1.93
85,12.51,5.09
86,10.04,10.73
87,4.96,-1.78
88,7.1,-2.9
89,8.95,13.31
90,7.72,-3.33
91,-0.45,-3.4
92,-1.67,2.24
93,18.76,8.64
94,-2.05,-5.63
95,6.78,12.92
96,16.53,15.08
97,11.61,5.78
98,-2.17,2.59
99,-2.19,-5.96
